ControlParameters:
  0.0000000000e+00
SharedParameters:

IntegerSharedParameters:

Accessories:
 -5.4402111089e-01
IntegerAccessories:
                17,                 0,                17

Time series:
  0.0000000000e+00,  1.0000000000e+00
  1.0000000000e-02,  1.0000000000e+00
  2.0000000000e-02,  1.0004999917e+00
  3.0000000000e-02,  1.0014999250e+00
  4.0000000000e-02,  1.0029997000e+00
  5.0000000000e-02,  1.0049991667e+00
  6.0000000000e-02,  1.0074981252e+00
  7.0000000000e-02,  1.0104963255e+00
  8.0000000000e-02,  1.0139934679e+00
  9.0000000000e-02,  1.0179892026e+00
  1.0000000000e-01,  1.0224831300e+00
  1.1000000000e-01,  1.0274748009e+00
  1.2000000000e-01,  1.0329637159e+00
  1.3000000000e-01,  1.0389493263e+00
  1.4000000000e-01,  1.0454310334e+00
  1.5000000000e-01,  1.0524081891e+00
  1.6000000000e-01,  1.0598800958e+00
  1.7000000000e-01,  1.0678460061e+00
  1.8000000000e-01,  1.0763051235e+00
  1.9000000000e-01,  1.0852566022e+00
  2.0000000000e-01,  1.0946995470e+00
  2.1000000000e-01,  1.1046330135e+00
  2.2000000000e-01,  1.1150560085e+00
  2.3000000000e-01,  1.1259674896e+00
  2.4000000000e-01,  1.1373663658e+00
  2.5000000000e-01,  1.1492514971e+00
  2.6000000000e-01,  1.1616216951e+00
  2.7000000000e-01,  1.1744757227e+00
  2.8000000000e-01,  1.1878122945e+00
  2.9000000000e-01,  1.2016300770e+00
  3.0000000000e-01,  1.2159276882e+00
  3.1000000000e-01,  1.2307036986e+00
  3.2000000000e-01,  1.2459566304e+00
  3.3000000000e-01,  1.2616849584e+00
  3.4000000000e-01,  1.2778871098e+00
  3.5000000000e-01,  1.2945614644e+00
  3.6000000000e-01,  1.3117063548e+00
  3.7000000000e-01,  1.3293200665e+00
  3.8000000000e-01,  1.3474008381e+00
  3.9000000000e-01,  1.3659468615e+00
  4.0000000000e-01,  1.3849562823e+00
  4.1000000000e-01,  1.4044271994e+00
  4.2000000000e-01,  1.4243576658e+00
  4.3000000000e-01,  1.4447456885e+00
  4.4000000000e-01,  1.4655892286e+00
  4.5000000000e-01,  1.4868862018e+00
  4.6000000000e-01,  1.5086344785e+00
  4.7000000000e-01,  1.5308318839e+00
  4.8000000000e-01,  1.5534761982e+00
  4.9000000000e-01,  1.5765651569e+00
  5.0000000000e-01,  1.6000964513e+00
  5.1000000000e-01,  1.6240677283e+00
  5.2000000000e-01,  1.6484765906e+00
  5.3000000000e-01,  1.6733205975e+00
  5.4000000000e-01,  1.6985972646e+00
  5.5000000000e-01,  1.7243040642e+00
  5.6000000000e-01,  1.7504384256e+00
