ControlParameters:
  0.0000000000e+00
SharedParameters:
  8.0000000000e-01,  1.0000000000e+00,  0.0000000000e+00
IntegerSharedParameters:

Accessories:

IntegerAccessories:
                 1,                 1,                 1

Time series:
  0.0000000000e+00,  1.0000000000e+00,  0.0000000000e+00
  1.0000000000e-02,  9.9950950000e-01, -9.8100000000e-02
  2.0000000000e-02,  9.9803800000e-01, -1.9620000000e-01
  3.0000000000e-02,  9.9558550000e-01, -2.9430000000e-01
  4.0000000000e-02,  9.9215200000e-01, -3.9240000000e-01
  5.0000000000e-02,  9.8773750000e-01, -4.9050000000e-01
  6.0000000000e-02,  9.8234200000e-01, -5.8860000000e-01
  7.0000000000e-02,  9.7596550000e-01, -6.8670000000e-01
  8.0000000000e-02,  9.6860800000e-01, -7.8480000000e-01
  9.0000000000e-02,  9.6026950000e-01, -8.8290000000e-01
  1.0000000000e-01,  9.5095000000e-01, -9.8100000000e-01
  1.1000000000e-01,  9.4064950000e-01, -1.0791000000e+00
  1.2000000000e-01,  9.2936800000e-01, -1.1772000000e+00
  1.3000000000e-01,  9.1710550000e-01, -1.2753000000e+00
  1.4000000000e-01,  9.0386200000e-01, -1.3734000000e+00
  1.5000000000e-01,  8.8963750000e-01, -1.4715000000e+00
  1.6000000000e-01,  8.7443200000e-01, -1.5696000000e+00
  1.7000000000e-01,  8.5824550000e-01, -1.6677000000e+00
  1.8000000000e-01,  8.4107800000e-01, -1.7658000000e+00
  1.9000000000e-01,  8.2292950000e-01, -1.8639000000e+00
  2.0000000000e-01,  8.0380000000e-01, -1.9620000000e+00
  2.1000000000e-01,  7.8368950000e-01, -2.0601000000e+00
  2.2000000000e-01,  7.6259800000e-01, -2.1582000000e+00
  2.3000000000e-01,  7.4052550000e-01, -2.2563000000e+00
  2.4000000000e-01,  7.1747200000e-01, -2.3544000000e+00
  2.5000000000e-01,  6.9343750000e-01, -2.4525000000e+00
  2.6000000000e-01,  6.6842200000e-01, -2.5506000000e+00
  2.7000000000e-01,  6.4242550000e-01, -2.6487000000e+00
  2.8000000000e-01,  6.1544800000e-01, -2.7468000000e+00
  2.9000000000e-01,  5.8748950000e-01, -2.8449000000e+00
  3.0000000000e-01,  5.5855000000e-01, -2.9430000000e+00
